addr_hex,kind,x_idx,y_idx,z_idx,digital_root,theta_spoke_idx,theta_spoke_rad
0x1B1,lattice,6,6,9,1,25,3.739991
0x1B8,lattice,6,7,0,8,25,3.739991
0x1B9,lattice,6,7,1,9,25,3.739991
0x1BA,lattice,6,7,2,1,25,3.739991
0x1BB,lattice,6,7,3,2,25,3.739991
0x1BC,lattice,6,7,4,3,25,3.739991
0x1BD,lattice,6,7,5,4,25,3.739991
0x1BE,lattice,6,7,6,5,25,3.739991
0x1BF,lattice,6,7,7,6,25,3.739991
0x1B8,lattice,6,7,8,8,25,3.739991
0x1B9,lattice,6,7,9,9,25,3.739991
0x180,lattice,6,8,0,6,25,3.739991
0x181,lattice,6,8,1,7,25,3.739991
0x182,lattice,6,8,2,8,25,3.739991
0x183,lattice,6,8,3,9,25,3.739991
0x184,lattice,6,8,4,1,25,3.739991
0x185,lattice,6,8,5,2,25,3.739991
0x186,lattice,6,8,6,3,25,3.739991
0x187,lattice,6,8,7,4,25,3.739991
0x180,lattice,6,8,8,6,25,3.739991
0x181,lattice,6,8,9,7,25,3.739991
0x188,lattice,6,9,0,5,25,3.739991
0x189,lattice,6,9,1,6,25,3.739991
0x18A,lattice,6,9,2,7,25,3.739991
0x18B,lattice,6,9,3,8,25,3.739991
0x18C,lattice,6,9,4,9,25,3.739991
0x18D,lattice,6,9,5,1,25,3.739991
0x18E,lattice,6,9,6,2,25,3.739991
0x18F,lattice,6,9,7,3,25,3.739991
0x188,lattice,6,9,8,5,25,3.739991
0x189,lattice,6,9,9,6,25,3.739991
0x1C0,lattice,7,0,0,7,29,4.338390
0x1C1,lattice,7,0,1,8,29,4.338390
0x1C2,lattice,7,0,2,9,29,4.338390
0x1C3,lattice,7,0,3,1,29,4.338390
0x1C4,lattice,7,0,4,2,29,4.338390
0x1C5,lattice,7,0,5,3,29,4.338390
0x1C6,lattice,7,0,6,4,29,4.338390
0x1C7,lattice,7,0,7,5,29,4.338390
0x1C0,lattice,7,0,8,7,29,4.338390
0x1C1,lattice,7,0,9,8,29,4.338390
0x1C8,lattice,7,1,0,6,29,4.338390
0x1C9,lattice,7,1,1,7,29,4.338390
0x1CA,lattice,7,1,2,8,29,4.338390
0x1CB,lattice,7,1,3,9,29,4.338390
0x1CC,lattice,7,1,4,1,29,4.338390
0x1CD,lattice,7,1,5,2,29,4.338390
0x1CE,lattice,7,1,6,3,29,4.338390
0x1CF,lattice,7,1,7,4,29,4.338390
0x1C8,lattice,7,1,8,6,29,4.338390
0x1C9,lattice,7,1,9,7,29,4.338390
0x1D0,lattice,7,2,0,5,29,4.338390
0x1D1,lattice,7,2,1,6,29,4.338390
0x1D2,lattice,7,2,2,7,29,4.338390
0x1D3,lattice,7,2,3,8,29,4.338390
0x1D4,lattice,7,2,4,9,29,4.338390
0x1D5,lattice,7,2,5,1,29,4.338390
0x1D6,lattice,7,2,6,2,29,4.338390
0x1D7,lattice,7,2,7,3,29,4.338390
0x1D0,lattice,7,2,8,5,29,4.338390
0x1D1,lattice,7,2,9,6,29,4.338390
0x1D8,lattice,7,3,0,4,29,4.338390
0x1D9,lattice,7,3,1,5,29,4.338390
0x1DA,lattice,7,3,2,6,29,4.338390
0x1DB,lattice,7,3,3,7,29,4.338390
0x1DC,lattice,7,3,4,8,29,4.338390
0x1DD,lattice,7,3,5,9,29,4.338390
0x1DE,lattice,7,3,6,1,29,4.338390
0x1DF,lattice,7,3,7,2,29,4.338390
0x1D8,lattice,7,3,8,4,29,4.338390
0x1D9,lattice,7,3,9,5,29,4.338390
0x1E0,lattice,7,4,0,3,29,4.338390
0x1E1,lattice,7,4,1,4,29,4.338390
0x1E2,lattice,7,4,2,5,29,4.338390
0x1E3,lattice,7,4,3,6,29,4.338390
0x1E4,lattice,7,4,4,7,29,4.338390
0x1E5,lattice,7,4,5,8,29,4.338390
0x1E6,lattice,7,4,6,9,29,4.338390
0x1E7,lattice,7,4,7,1,29,4.338390
0x1E0,lattice,7,4,8,3,29,4.338390
0x1E1,lattice,7,4,9,4,29,4.338390
0x1E8,lattice,7,5,0,2,29,4.338390
0x1E9,lattice,7,5,1,3,29,4.338390
0x1EA,lattice,7,5,2,4,29,4.338390
0x1EB,lattice,7,5,3,5,29,4.338390
0x1EC,lattice,7,5,4,6,29,4.338390
0x1ED,lattice,7,5,5,7,29,4.338390
0x1EE,lattice,7,5,6,8,29,4.338390
0x1EF,lattice,7,5,7,9,29,4.338390
0x1E8,lattice,7,5,8,2,29,4.338390
0x1E9,lattice,7,5,9,3,29,4.338390
0x1F0,lattice,7,6,0,1,29,4.338390
0x1F1,lattice,7,6,1,2,29,4.338390
0x1F2,lattice,7,6,2,3,29,4.338390
0x1F3,lattice,7,6,3,4,29,4.338390
0x1F4,lattice,7,6,4,5,29,4.338390
0x1F5,lattice,7,6,5,6,29,4.338390
0x1F6,lattice,7,6,6,7,29,4.338390
0x1F7,lattice,7,6,7,8,29,4.338390
0x1F0,lattice,7,6,8,1,29,4.338390
0x1F1,lattice,7,6,9,2,29,4.338390
0x1F8,lattice,7,7,0,9,29,4.338390
0x1F9,lattice,7,7,1,1,29,4.338390
0x1FA,lattice,7,7,2,2,29,4.338390
0x1FB,lattice,7,7,3,3,29,4.338390
0x1FC,lattice,7,7,4,4,29,4.338390
0x1FD,lattice,7,7,5,5,29,4.338390
0x1FE,lattice,7,7,6,6,29,4.338390
0x1FF,lattice,7,7,7,7,29,4.338390
0x1F8,lattice,7,7,8,9,29,4.338390
0x1F9,lattice,7,7,9,1,29,4.338390
0x1C0,lattice,7,8,0,7,29,4.338390
0x1C1,lattice,7,8,1,8,29,4.338390
0x1C2,lattice,7,8,2,9,29,4.338390
0x1C3,lattice,7,8,3,1,29,4.338390
0x1C4,lattice,7,8,4,2,29,4.338390
0x1C5,lattice,7,8,5,3,29,4.338390
0x1C6,lattice,7,8,6,4,29,4.338390
0x1C7,lattice,7,8,7,5,29,4.338390
0x1C0,lattice,7,8,8,7,29,4.338390
0x1C1,lattice,7,8,9,8,29,4.338390
0x1C8,lattice,7,9,0,6,29,4.338390
0x1C9,lattice,7,9,1,7,29,4.338390
0x1CA,lattice,7,9,2,8,29,4.338390
0x1CB,lattice,7,9,3,9,29,4.338390
0x1CC,lattice,7,9,4,1,29,4.338390
0x1CD,lattice,7,9,5,2,29,4.338390
0x1CE,lattice,7,9,6,3,29,4.338390
0x1CF,lattice,7,9,7,4,29,4.338390
0x1C8,lattice,7,9,8,6,29,4.338390
0x1C9,lattice,7,9,9,7,29,4.338390
0x200,lattice,8,0,0,8,34,5.086388
0x201,lattice,8,0,1,9,34,5.086388
0x202,lattice,8,0,2,1,34,5.086388
0x203,lattice,8,0,3,2,34,5.086388
0x204,lattice,8,0,4,3,34,5.086388
0x205,lattice,8,0,5,4,34,5.086388
0x206,lattice,8,0,6,5,34,5.086388
0x207,lattice,8,0,7,6,34,5.086388
0x200,lattice,8,0,8,8,34,5.086388
0x201,lattice,8,0,9,9,34,5.086388
0x208,lattice,8,1,0,7,34,5.086388
0x209,lattice,8,1,1,8,34,5.086388
0x20A,lattice,8,1,2,9,34,5.086388
0x20B,lattice,8,1,3,1,34,5.086388
0x20C,lattice,8,1,4,2,34,5.086388
0x20D,lattice,8,1,5,3,34,5.086388
0x20E,lattice,8,1,6,4,34,5.086388
0x20F,lattice,8,1,7,5,34,5.086388
0x208,lattice,8,1,8,7,34,5.086388
0x209,lattice,8,1,9,8,34,5.086388
0x210,lattice,8,2,0,6,34,5.086388
0x211,lattice,8,2,1,7,34,5.086388
0x212,lattice,8,2,2,8,34,5.086388
0x213,lattice,8,2,3,9,34,5.086388
0x214,lattice,8,2,4,1,34,5.086388
0x215,lattice,8,2,5,2,34,5.086388
0x216,lattice,8,2,6,3,34,5.086388
0x217,lattice,8,2,7,4,34,5.086388
0x210,lattice,8,2,8,6,34,5.086388
0x211,lattice,8,2,9,7,34,5.086388
0x218,lattice,8,3,0,5,34,5.086388
0x219,lattice,8,3,1,6,34,5.086388
0x21A,lattice,8,3,2,7,34,5.086388
0x21B,lattice,8,3,3,8,34,5.086388
0x21C,lattice,8,3,4,9,34,5.086388
0x21D,lattice,8,3,5,1,34,5.086388
0x21E,lattice,8,3,6,2,34,5.086388
0x21F,lattice,8,3,7,3,34,5.086388
0x218,lattice,8,3,8,5,34,5.086388
0x219,lattice,8,3,9,6,34,5.086388
0x220,lattice,8,4,0,4,34,5.086388
0x221,lattice,8,4,1,5,34,5.086388
0x222,lattice,8,4,2,6,34,5.086388
0x223,lattice,8,4,3,7,34,5.086388
0x224,lattice,8,4,4,8,34,5.086388
0x225,lattice,8,4,5,9,34,5.086388
0x226,lattice,8,4,6,1,34,5.086388
0x227,lattice,8,4,7,2,34,5.086388
0x220,lattice,8,4,8,4,34,5.086388
0x221,lattice,8,4,9,5,34,5.086388
0x228,lattice,8,5,0,3,34,5.086388
0x229,lattice,8,5,1,4,34,5.086388
0x22A,lattice,8,5,2,5,34,5.086388
0x22B,lattice,8,5,3,6,34,5.086388
0x22C,lattice,8,5,4,7,34,5.086388
0x22D,lattice,8,5,5,8,34,5.086388
0x22E,lattice,8,5,6,9,34,5.086388
0x22F,lattice,8,5,7,1,34,5.086388
0x228,lattice,8,5,8,3,34,5.086388
0x229,lattice,8,5,9,4,34,5.086388
0x230,lattice,8,6,0,2,34,5.086388
0x231,lattice,8,6,1,3,34,5.086388
0x232,lattice,8,6,2,4,34,5.086388
0x233,lattice,8,6,3,5,34,5.086388
0x234,lattice,8,6,4,6,34,5.086388
0x235,lattice,8,6,5,7,34,5.086388
0x236,lattice,8,6,6,8,34,5.086388
0x237,lattice,8,6,7,9,34,5.086388
0x230,lattice,8,6,8,2,34,5.086388
0x231,lattice,8,6,9,3,34,5.086388
0x238,lattice,8,7,0,1,34,5.086388
0x239,lattice,8,7,1,2,34,5.086388
0x23A,lattice,8,7,2,3,34,5.086388
0x23B,lattice,8,7,3,4,34,5.086388
0x23C,lattice,8,7,4,5,34,5.086388
0x23D,lattice,8,7,5,6,34,5.086388
0x23E,lattice,8,7,6,7,34,5.086388
0x23F,lattice,8,7,7,8,34,5.086388
0x238,lattice,8,7,8,1,34,5.086388
0x239,lattice,8,7,9,2,34,5.086388
0x200,lattice,8,8,0,8,34,5.086388
0x201,lattice,8,8,1,9,34,5.086388
0x202,lattice,8,8,2,1,34,5.086388
0x203,lattice,8,8,3,2,34,5.086388
0x204,lattice,8,8,4,3,34,5.086388
0x205,lattice,8,8,5,4,34,5.086388
0x206,lattice,8,8,6,5,34,5.086388
0x207,lattice,8,8,7,6,34,5.086388
0x200,lattice,8,8,8,8,34,5.086388
0x201,lattice,8,8,9,9,34,5.086388
0x208,lattice,8,9,0,7,34,5.086388
0x209,lattice,8,9,1,8,34,5.086388
0x20A,lattice,8,9,2,9,34,5.086388
0x20B,lattice,8,9,3,1,34,5.086388
0x20C,lattice,8,9,4,2,34,5.086388
0x20D,lattice,8,9,5,3,34,5.086388
0x20E,lattice,8,9,6,4,34,5.086388
0x20F,lattice,8,9,7,5,34,5.086388
0x208,lattice,8,9,8,7,34,5.086388
0x209,lattice,8,9,9,8,34,5.086388
0x240,lattice,9,0,0,9,38,5.684787
0x241,lattice,9,0,1,1,38,5.684787
0x242,lattice,9,0,2,2,38,5.684787
0x243,lattice,9,0,3,3,38,5.684787
0x244,lattice,9,0,4,4,38,5.684787
0x245,lattice,9,0,5,5,38,5.684787
0x246,lattice,9,0,6,6,38,5.684787
0x247,lattice,9,0,7,7,38,5.684787
0x240,lattice,9,0,8,9,38,5.684787
0x241,lattice,9,0,9,1,38,5.684787
0x248,lattice,9,1,0,8,38,5.684787
0x249,lattice,9,1,1,9,38,5.684787
0x24A,lattice,9,1,2,1,38,5.684787
0x24B,lattice,9,1,3,2,38,5.684787
0x24C,lattice,9,1,4,3,38,5.684787
0x24D,lattice,9,1,5,4,38,5.684787
0x24E,lattice,9,1,6,5,38,5.684787
0x24F,lattice,9,1,7,6,38,5.684787
0x248,lattice,9,1,8,8,38,5.684787
0x249,lattice,9,1,9,9,38,5.684787
0x250,lattice,9,2,0,7,38,5.684787
0x251,lattice,9,2,1,8,38,5.684787
0x252,lattice,9,2,2,9,38,5.684787
0x253,lattice,9,2,3,1,38,5.684787
0x254,lattice,9,2,4,2,38,5.684787
0x255,lattice,9,2,5,3,38,5.684787
0x256,lattice,9,2,6,4,38,5.684787
0x257,lattice,9,2,7,5,38,5.684787
0x250,lattice,9,2,8,7,38,5.684787
0x251,lattice,9,2,9,8,38,5.684787
0x258,lattice,9,3,0,6,38,5.684787
0x259,lattice,9,3,1,7,38,5.684787
0x25A,lattice,9,3,2,8,38,5.684787
0x25B,lattice,9,3,3,9,38,5.684787
0x25C,lattice,9,3,4,1,38,5.684787
0x25D,lattice,9,3,5,2,38,5.684787
0x25E,lattice,9,3,6,3,38,5.684787
0x25F,lattice,9,3,7,4,38,5.684787
0x258,lattice,9,3,8,6,38,5.684787
0x259,lattice,9,3,9,7,38,5.684787
0x260,lattice,9,4,0,5,38,5.684787
0x261,lattice,9,4,1,6,38,5.684787
0x262,lattice,9,4,2,7,38,5.684787
0x263,lattice,9,4,3,8,38,5.684787
0x264,lattice,9,4,4,9,38,5.684787
0x265,lattice,9,4,5,1,38,5.684787
0x266,lattice,9,4,6,2,38,5.684787
0x267,lattice,9,4,7,3,38,5.684787
0x260,lattice,9,4,8,5,38,5.684787
0x261,lattice,9,4,9,6,38,5.684787
0x268,lattice,9,5,0,4,38,5.684787
0x269,lattice,9,5,1,5,38,5.684787
0x26A,lattice,9,5,2,6,38,5.684787
0x26B,lattice,9,5,3,7,38,5.684787
0x26C,lattice,9,5,4,8,38,5.684787
0x26D,lattice,9,5,5,9,38,5.684787
0x26E,lattice,9,5,6,1,38,5.684787
0x26F,lattice,9,5,7,2,38,5.684787
0x268,lattice,9,5,8,4,38,5.684787
0x269,lattice,9,5,9,5,38,5.684787
0x270,lattice,9,6,0,3,38,5.684787
0x271,lattice,9,6,1,4,38,5.684787
0x272,lattice,9,6,2,5,38,5.684787
0x273,lattice,9,6,3,6,38,5.684787
0x274,lattice,9,6,4,7,38,5.684787
0x275,lattice,9,6,5,8,38,5.684787
0x276,lattice,9,6,6,9,38,5.684787
0x277,lattice,9,6,7,1,38,5.684787
0x270,lattice,9,6,8,3,38,5.684787
0x271,lattice,9,6,9,4,38,5.684787
0x278,lattice,9,7,0,2,38,5.684787
0x279,lattice,9,7,1,3,38,5.684787
0x27A,lattice,9,7,2,4,38,5.684787
0x27B,lattice,9,7,3,5,38,5.684787
0x27C,lattice,9,7,4,6,38,5.684787
0x27D,lattice,9,7,5,7,38,5.684787
0x27E,lattice,9,7,6,8,38,5.684787
0x27F,lattice,9,7,7,9,38,5.684787
0x278,lattice,9,7,8,2,38,5.684787
0x279,lattice,9,7,9,3,38,5.684787
0x240,lattice,9,8,0,9,38,5.684787
0x241,lattice,9,8,1,1,38,5.684787
0x242,lattice,9,8,2,2,38,5.684787
0x243,lattice,9,8,3,3,38,5.684787
0x244,lattice,9,8,4,4,38,5.684787
0x245,lattice,9,8,5,5,38,5.684787
0x246,lattice,9,8,6,6,38,5.684787
0x247,lattice,9,8,7,7,38,5.684787
0x240,lattice,9,8,8,9,38,5.684787
0x241,lattice,9,8,9,1,38,5.684787
0x248,lattice,9,9,0,8,38,5.684787
0x249,lattice,9,9,1,9,38,5.684787
0x24A,lattice,9,9,2,1,38,5.684787
0x24B,lattice,9,9,3,2,38,5.684787
0x24C,lattice,9,9,4,3,38,5.684787
0x24D,lattice,9,9,5,4,38,5.684787
0x24E,lattice,9,9,6,5,38,5.684787
0x24F,lattice,9,9,7,6,38,5.684787
0x248,lattice,9,9,8,8,38,5.684787
0x249,lattice,9,9,9,9,38,5.684787
0x400,hidden_fractal,-1,-1,-1,-,-,-
0x401,hidden_fractal,-1,-1,-1,-,-,-
0x402,hidden_fractal,-1,-1,-1,-,-,-
0x403,hidden_fractal,-1,-1,-1,-,-,-
0x404,hidden_fractal,-1,-1,-1,-,-,-
0x405,hidden_fractal,-1,-1,-1,-,-,-
0x406,hidden_fractal,-1,-1,-1,-,-,-
0x407,hidden_fractal,-1,-1,-1,-,-,-
0x440,parity,-2,-2,-2,-,-,-
0x441,parity,-2,-2,-2,-,-,-
0x442,parity,-2,-2,-2,-,-,-
0x443,parity,-2,-2,-2,-,-,-
0x444,parity,-2,-2,-2,-,-,-
0x445,parity,-2,-2,-2,-,-,-
0x446,parity,-2,-2,-2,-,-,-
0x447,parity,-2,-2,-2,-,-,-
0x448,parity,-2,-2,-2,-,-,-
0x449,parity,-2,-2,-2,-,-,-
0x44A,parity,-2,-2,-2,-,-,-
0x44B,parity,-2,-2,-2,-,-,-
0x44C,parity,-2,-2,-2,-,-,-
0x44D,parity,-2,-2,-2,-,-,-
0x44E,parity,-2,-2,-2,-,-,-
0x44F,parity,-2,-2,-2,-,-,-
